#Gene Ontology derivation source to the child term of biological process.
#Ver. Dec. 2020.
#Citation: Haiting Chai, Quan Gu, Joseph Hughes and David L. Robertson (202X), In silico prediction of HIV-1-host molecular interactions and their directionality, PLOS Computational Biology, XX(X): XXX-XXX, PMID: XXXXXXXX.
GO_ID	GO_name	GO_root_term(s)
GO:0010777	meiotic_mismatch_repair_involved_in_reciprocal_meiotic_recombination	GO:0008152;GO:0009987;GO:0022414;GO:0050896;
GO:0010778	meiotic_DNA_repair_synthesis_involved_in_reciprocal_meiotic_recombination	GO:0008152;GO:0009987;GO:0022414;
GO:0010779	meiotic_DNA_repair_synthesis_involved_in_meiotic_gene_conversion	GO:0008152;GO:0009987;GO:0022414;
GO:0010780	meiotic_DNA_double-strand_break_formation_involved_in_reciprocal_meiotic_recombination	GO:0008152;GO:0009987;GO:0022414;
GO:0010781	meiotic_DNA_double-strand_break_formation_involved_in_meiotic_gene_conversion	GO:0008152;GO:0009987;GO:0022414;
GO:0010782	proboscis_morphogenesis,_labial_disc-derived	GO:0032502;
GO:0010783	proboscis_morphogenesis,_eye-antennal_disc-derived	GO:0032502;
GO:0010784	proboscis_morphogenesis,_clypeo-labral_disc-derived	GO:0032502;
GO:0010785	clathrin_coating_of_Golgi_vesicle,_plasma_membrane_to_endosome_targeting	GO:0009987;GO:0071840;
GO:0010786	clathrin_coating_of_Golgi_vesicle,_trans-Golgi_to_endosome_targeting	GO:0009987;GO:0071840;
GO:0010787	COPI_coating_of_Golgi_vesicle,_inter-Golgi_cisterna	GO:0009987;GO:0071840;
GO:0010788	COPI_coating_of_Golgi_vesicle,_cis-Golgi_to_rough_ER	GO:0009987;GO:0071840;
GO:0010789	meiotic_sister_chromatid_cohesion_involved_in_meiosis_I	GO:0009987;GO:0022414;GO:0071840;
GO:0010790	meiotic_sister_chromatid_cohesion_involved_in_meiosis_II	GO:0009987;GO:0022414;GO:0071840;
GO:0010791	DNA_double-strand_break_processing_involved_in_repair_via_synthesis-dependent_strand_annealing	GO:0008152;GO:0009987;
GO:0010792	DNA_double-strand_break_processing_involved_in_repair_via_single-strand_annealing	GO:0008152;GO:0009987;
GO:0010793	regulation_of_mRNA_export_from_nucleus	GO:0065007;
GO:0010794	regulation_of_dolichol_biosynthetic_process	GO:0065007;
GO:0010795	regulation_of_ubiquinone_biosynthetic_process	GO:0065007;
GO:0010796	regulation_of_multivesicular_body_size	GO:0009987;GO:0065007;GO:0071840;
GO:0010797	regulation_of_multivesicular_body_size_involved_in_endosome_transport	GO:0009987;GO:0065007;GO:0071840;
GO:0010798	regulation_of_multivesicular_body_size_involved_in_ubiquitin-dependent_protein_catabolism	GO:0009987;GO:0065007;GO:0071840;
GO:0010799	regulation_of_peptidyl-threonine_phosphorylation	GO:0065007;
GO:0010800	positive_regulation_of_peptidyl-threonine_phosphorylation	GO:0065007;
GO:0010801	negative_regulation_of_peptidyl-threonine_phosphorylation	GO:0065007;
GO:0010803	regulation_of_tumor_necrosis_factor-mediated_signaling_pathway	GO:0065007;
GO:0010804	negative_regulation_of_tumor_necrosis_factor-mediated_signaling_pathway	GO:0065007;
GO:0010807	regulation_of_synaptic_vesicle_priming	GO:0065007;
GO:0010808	positive_regulation_of_synaptic_vesicle_priming	GO:0065007;
GO:0010809	negative_regulation_of_synaptic_vesicle_priming	GO:0065007;
GO:0010810	regulation_of_cell-substrate_adhesion	GO:0065007;
GO:0010811	positive_regulation_of_cell-substrate_adhesion	GO:0065007;
GO:0010812	negative_regulation_of_cell-substrate_adhesion	GO:0065007;
GO:0010813	neuropeptide_catabolic_process	GO:0008152;GO:0009987;
GO:0010814	substance_P_catabolic_process	GO:0008152;GO:0009987;
GO:0010815	bradykinin_catabolic_process	GO:0008152;GO:0009987;
GO:0010816	calcitonin_catabolic_process	GO:0008152;GO:0009987;GO:0065007;
GO:0010817	regulation_of_hormone_levels	GO:0065007;
GO:0010818	T_cell_chemotaxis	GO:0002376;GO:0009987;GO:0040011;
GO:0010819	regulation_of_T_cell_chemotaxis	GO:0065007;
GO:0010820	positive_regulation_of_T_cell_chemotaxis	GO:0065007;
GO:0010821	regulation_of_mitochondrion_organization	GO:0065007;
GO:0010822	positive_regulation_of_mitochondrion_organization	GO:0065007;
GO:0010823	negative_regulation_of_mitochondrion_organization	GO:0065007;
GO:0010824	regulation_of_centrosome_duplication	GO:0065007;
GO:0010825	positive_regulation_of_centrosome_duplication	GO:0065007;
GO:0010826	negative_regulation_of_centrosome_duplication	GO:0065007;
GO:0010827	regulation_of_glucose_transmembrane_transport	GO:0065007;
GO:0010828	positive_regulation_of_glucose_transmembrane_transport	GO:0065007;
GO:0010829	negative_regulation_of_glucose_transmembrane_transport	GO:0065007;
GO:0010830	regulation_of_myotube_differentiation	GO:0065007;
GO:0010831	positive_regulation_of_myotube_differentiation	GO:0065007;
GO:0010832	negative_regulation_of_myotube_differentiation	GO:0065007;
GO:0010833	telomere_maintenance_via_telomere_lengthening	GO:0008152;GO:0009987;GO:0065007;GO:0071840;
GO:0010835	regulation_of_protein_ADP-ribosylation	GO:0065007;
GO:0010836	negative_regulation_of_protein_ADP-ribosylation	GO:0065007;
GO:0010837	regulation_of_keratinocyte_proliferation	GO:0065007;
GO:0010838	positive_regulation_of_keratinocyte_proliferation	GO:0065007;
GO:0010839	negative_regulation_of_keratinocyte_proliferation	GO:0065007;
GO:0010840	regulation_of_circadian_sleep/wake_cycle,_wakefulness	GO:0065007;
GO:0010841	positive_regulation_of_circadian_sleep/wake_cycle,_wakefulness	GO:0065007;
GO:0010842	retina_layer_formation	GO:0032502;
GO:0010845	positive_regulation_of_reciprocal_meiotic_recombination	GO:0065007;
GO:0010846	activation_of_reciprocal_meiotic_recombination	GO:0065007;
GO:0010847	regulation_of_chromatin_assembly	GO:0065007;
GO:0010848	regulation_of_chromatin_disassembly	GO:0065007;
GO:0010849	regulation_of_proton-transporting_ATPase_activity,_rotational_mechanism	GO:0065007;
GO:0010850	regulation_of_blood_pressure_by_chemoreceptor_signaling_pathway	GO:0009987;GO:0065007;
GO:0010862	positive_regulation_of_pathway-restricted_SMAD_protein_phosphorylation	GO:0065007;
GO:0010863	positive_regulation_of_phospholipase_C_activity	GO:0065007;
GO:0010864	positive_regulation_of_protein_histidine_kinase_activity	GO:0065007;
GO:0010865	stipule_development	GO:0032502;
GO:0010866	regulation_of_triglyceride_biosynthetic_process	GO:0065007;
GO:0010867	positive_regulation_of_triglyceride_biosynthetic_process	GO:0065007;
GO:0010868	negative_regulation_of_triglyceride_biosynthetic_process	GO:0065007;
GO:0010869	regulation_of_receptor_biosynthetic_process	GO:0065007;
GO:0010870	positive_regulation_of_receptor_biosynthetic_process	GO:0065007;
GO:0010871	negative_regulation_of_receptor_biosynthetic_process	GO:0065007;
GO:0010872	regulation_of_cholesterol_esterification	GO:0065007;
GO:0010873	positive_regulation_of_cholesterol_esterification	GO:0065007;
GO:0010874	regulation_of_cholesterol_efflux	GO:0065007;
GO:0010875	positive_regulation_of_cholesterol_efflux	GO:0065007;
GO:0010876	lipid_localization	GO:0051179;
GO:0010877	lipid_transport_involved_in_lipid_storage	GO:0051179;
GO:0010878	cholesterol_storage	GO:0051179;GO:0065007;
GO:0010879	cholesterol_transport_involved_in_cholesterol_storage	GO:0051179;
GO:0010880	regulation_of_release_of_sequestered_calcium_ion_into_cytosol_by_sarcoplasmic_reticulum	GO:0065007;
GO:0010881	regulation_of_cardiac_muscle_contraction_by_regulation_of_the_release_of_sequestered_calcium_ion	GO:0009987;GO:0065007;
GO:0010882	regulation_of_cardiac_muscle_contraction_by_calcium_ion_signaling	GO:0009987;GO:0065007;
GO:0010883	regulation_of_lipid_storage	GO:0065007;
GO:0010884	positive_regulation_of_lipid_storage	GO:0065007;
GO:0010885	regulation_of_cholesterol_storage	GO:0065007;
GO:0010886	positive_regulation_of_cholesterol_storage	GO:0065007;
GO:0010887	negative_regulation_of_cholesterol_storage	GO:0065007;
GO:0010888	negative_regulation_of_lipid_storage	GO:0065007;
GO:0010889	regulation_of_sequestering_of_triglyceride	GO:0065007;
GO:0010890	positive_regulation_of_sequestering_of_triglyceride	GO:0065007;
GO:0010891	negative_regulation_of_sequestering_of_triglyceride	GO:0065007;
GO:0010892	positive_regulation_of_mitochondrial_translation_in_response_to_stress	GO:0009987;GO:0050896;GO:0065007;
GO:0010893	positive_regulation_of_steroid_biosynthetic_process	GO:0065007;
GO:0010894	negative_regulation_of_steroid_biosynthetic_process	GO:0065007;
GO:0010895	negative_regulation_of_ergosterol_biosynthetic_process	GO:0065007;
GO:0010896	regulation_of_triglyceride_catabolic_process	GO:0065007;
GO:0010897	negative_regulation_of_triglyceride_catabolic_process	GO:0065007;
GO:0010898	positive_regulation_of_triglyceride_catabolic_process	GO:0065007;
GO:0010899	regulation_of_phosphatidylcholine_catabolic_process	GO:0065007;
GO:0010900	negative_regulation_of_phosphatidylcholine_catabolic_process	GO:0065007;
GO:0010901	regulation_of_very-low-density_lipoprotein_particle_remodeling	GO:0065007;
GO:0010902	positive_regulation_of_very-low-density_lipoprotein_particle_remodeling	GO:0065007;
GO:0010903	negative_regulation_of_very-low-density_lipoprotein_particle_remodeling	GO:0065007;
GO:0010904	regulation_of_UDP-glucose_catabolic_process	GO:0065007;
GO:0010905	negative_regulation_of_UDP-glucose_catabolic_process	GO:0065007;
GO:0010906	regulation_of_glucose_metabolic_process	GO:0065007;
GO:0010907	positive_regulation_of_glucose_metabolic_process	GO:0065007;
GO:0010908	regulation_of_heparan_sulfate_proteoglycan_biosynthetic_process	GO:0065007;
GO:0010909	positive_regulation_of_heparan_sulfate_proteoglycan_biosynthetic_process	GO:0065007;
GO:0010910	positive_regulation_of_heparan_sulfate_proteoglycan_biosynthesis_by_positive_regulation_of_epimerase_activity	GO:0065007;
GO:0010911	regulation_of_isomerase_activity	GO:0065007;
GO:0010912	positive_regulation_of_isomerase_activity	GO:0065007;
GO:0010913	regulation_of_sterigmatocystin_biosynthetic_process	GO:0065007;
GO:0010914	positive_regulation_of_sterigmatocystin_biosynthetic_process	GO:0065007;
GO:0010915	regulation_of_very-low-density_lipoprotein_particle_clearance	GO:0065007;
GO:0010916	negative_regulation_of_very-low-density_lipoprotein_particle_clearance	GO:0065007;
GO:0010917	negative_regulation_of_mitochondrial_membrane_potential	GO:0065007;
GO:0010918	positive_regulation_of_mitochondrial_membrane_potential	GO:0065007;
GO:0010919	regulation_of_inositol_phosphate_biosynthetic_process	GO:0065007;
GO:0010920	negative_regulation_of_inositol_phosphate_biosynthetic_process	GO:0065007;
GO:0010921	regulation_of_phosphatase_activity	GO:0065007;
GO:0010922	positive_regulation_of_phosphatase_activity	GO:0065007;
GO:0010923	negative_regulation_of_phosphatase_activity	GO:0065007;
GO:0010924	regulation_of_inositol-polyphosphate_5-phosphatase_activity	GO:0065007;
GO:0010925	positive_regulation_of_inositol-polyphosphate_5-phosphatase_activity	GO:0065007;
GO:0010927	cellular_component_assembly_involved_in_morphogenesis	GO:0009987;GO:0032502;GO:0071840;
GO:0010928	regulation_of_auxin_mediated_signaling_pathway	GO:0065007;
GO:0010929	positive_regulation_of_auxin_mediated_signaling_pathway	GO:0065007;
GO:0010930	negative_regulation_of_auxin_mediated_signaling_pathway	GO:0065007;
GO:0010931	macrophage_tolerance_induction	GO:0002376;
GO:0010932	regulation_of_macrophage_tolerance_induction	GO:0065007;
GO:0010933	positive_regulation_of_macrophage_tolerance_induction	GO:0065007;
GO:0010934	macrophage_cytokine_production	GO:0002376;GO:0032501;
GO:0010935	regulation_of_macrophage_cytokine_production	GO:0065007;
GO:0010936	negative_regulation_of_macrophage_cytokine_production	GO:0065007;
GO:0010937	regulation_of_cytoplasmic_microtubule_depolymerization	GO:0065007;
GO:0010938	cytoplasmic_microtubule_depolymerization	GO:0009987;GO:0071840;
GO:0010939	regulation_of_necrotic_cell_death	GO:0065007;
GO:0010940	positive_regulation_of_necrotic_cell_death	GO:0065007;
GO:0010941	regulation_of_cell_death	GO:0065007;
GO:0010942	positive_regulation_of_cell_death	GO:0065007;
GO:0010944	negative_regulation_of_transcription_by_competitive_promoter_binding	GO:0065007;
GO:0010946	regulation_of_meiotic_joint_molecule_formation	GO:0065007;
GO:0010947	negative_regulation_of_meiotic_joint_molecule_formation	GO:0065007;
GO:0010948	negative_regulation_of_cell_cycle_process	GO:0065007;
GO:0010949	negative_regulation_of_intestinal_phytosterol_absorption	GO:0065007;
GO:0010950	positive_regulation_of_endopeptidase_activity	GO:0065007;
GO:0010951	negative_regulation_of_endopeptidase_activity	GO:0065007;
GO:0010952	positive_regulation_of_peptidase_activity	GO:0065007;
GO:0010954	positive_regulation_of_protein_processing	GO:0065007;
GO:0010955	negative_regulation_of_protein_processing	GO:0065007;
GO:0010956	negative_regulation_of_calcidiol_1-monooxygenase_activity	GO:0065007;
GO:0010957	negative_regulation_of_vitamin_D_biosynthetic_process	GO:0065007;
GO:0010958	regulation_of_amino_acid_import_across_plasma_membrane	GO:0065007;
GO:0010959	regulation_of_metal_ion_transport	GO:0065007;
GO:0010960	magnesium_ion_homeostasis	GO:0065007;
GO:0010961	cellular_magnesium_ion_homeostasis	GO:0009987;GO:0065007;
GO:0010962	regulation_of_glucan_biosynthetic_process	GO:0065007;
GO:0010963	regulation_of_L-arginine_import	GO:0065007;
GO:0010964	regulation_of_chromatin_silencing_by_small_RNA	GO:0065007;
GO:0010965	regulation_of_mitotic_sister_chromatid_separation	GO:0065007;
GO:0010966	regulation_of_phosphate_transport	GO:0065007;
GO:0010967	regulation_of_polyamine_biosynthetic_process	GO:0065007;
GO:0010968	regulation_of_microtubule_nucleation	GO:0065007;
GO:0010969	regulation_of_pheromone-dependent_signal_transduction_involved_in_conjugation_with_cellular_fusion	GO:0065007;
GO:0010970	transport_along_microtubule	GO:0009987;GO:0051179;
GO:0010971	positive_regulation_of_G2/M_transition_of_mitotic_cell_cycle	GO:0065007;
GO:0010972	negative_regulation_of_G2/M_transition_of_mitotic_cell_cycle	GO:0065007;
GO:0010973	positive_regulation_of_division_septum_assembly	GO:0065007;
GO:0010974	negative_regulation_of_division_septum_assembly	GO:0065007;
GO:0010975	regulation_of_neuron_projection_development	GO:0065007;
GO:0010976	positive_regulation_of_neuron_projection_development	GO:0065007;
GO:0010977	negative_regulation_of_neuron_projection_development	GO:0065007;
GO:0010978	gene_silencing_involved_in_chronological_cell_aging	GO:0009987;GO:0065007;
GO:0010979	regulation_of_vitamin_D_24-hydroxylase_activity	GO:0065007;
GO:0010980	positive_regulation_of_vitamin_D_24-hydroxylase_activity	GO:0065007;
GO:0010981	regulation_of_cell_wall_macromolecule_metabolic_process	GO:0065007;
GO:0010982	regulation_of_high-density_lipoprotein_particle_clearance	GO:0065007;
GO:0010983	positive_regulation_of_high-density_lipoprotein_particle_clearance	GO:0065007;
GO:0010984	regulation_of_lipoprotein_particle_clearance	GO:0065007;
GO:0010985	negative_regulation_of_lipoprotein_particle_clearance	GO:0065007;
GO:0010986	positive_regulation_of_lipoprotein_particle_clearance	GO:0065007;
GO:0010987	negative_regulation_of_high-density_lipoprotein_particle_clearance	GO:0065007;
GO:0010988	regulation_of_low-density_lipoprotein_particle_clearance	GO:0065007;
GO:0010989	negative_regulation_of_low-density_lipoprotein_particle_clearance	GO:0065007;
GO:0010990	regulation_of_SMAD_protein_complex_assembly	GO:0065007;
GO:0010991	negative_regulation_of_SMAD_protein_complex_assembly	GO:0065007;
GO:0010992	ubiquitin_recycling	GO:0009987;GO:0065007;
GO:0010994	free_ubiquitin_chain_polymerization	GO:0009987;GO:0071840;
GO:0010995	free_ubiquitin_chain_depolymerization	GO:0009987;GO:0071840;
GO:0010996	response_to_auditory_stimulus	GO:0050896;
GO:0010998	regulation_of_translational_initiation_by_eIF2_alpha_phosphorylation	GO:0008152;GO:0009987;GO:0050896;GO:0065007;
GO:0010999	regulation_of_eIF2_alpha_phosphorylation_by_heme	GO:0065007;
GO:0011000	replication_fork_arrest_at_mating_type_locus	GO:0008152;GO:0009987;GO:0065007;
GO:0012501	programmed_cell_death	GO:0009987;
GO:0012502	induction_of_programmed_cell_death	GO:0065007;
GO:0014001	sclerenchyma_cell_differentiation	GO:0009987;GO:0032502;
GO:0014002	astrocyte_development	GO:0009987;GO:0032502;
GO:0014003	oligodendrocyte_development	GO:0009987;GO:0032502;
GO:0014004	microglia_differentiation	GO:0009987;GO:0032502;
GO:0014005	microglia_development	GO:0009987;GO:0032502;
GO:0014006	regulation_of_microglia_differentiation	GO:0065007;
GO:0014007	negative_regulation_of_microglia_differentiation	GO:0065007;
GO:0014008	positive_regulation_of_microglia_differentiation	GO:0065007;
GO:0014009	glial_cell_proliferation	GO:0008283;
GO:0014010	Schwann_cell_proliferation	GO:0008283;
GO:0014011	Schwann_cell_proliferation_involved_in_axon_regeneration	GO:0008283;
GO:0014012	peripheral_nervous_system_axon_regeneration	GO:0009987;GO:0032502;GO:0050896;GO:0071840;
GO:0014013	regulation_of_gliogenesis	GO:0065007;
GO:0014014	negative_regulation_of_gliogenesis	GO:0065007;
GO:0014015	positive_regulation_of_gliogenesis	GO:0065007;
GO:0014016	neuroblast_differentiation	GO:0009987;GO:0032502;
GO:0014017	neuroblast_fate_commitment	GO:0009987;GO:0032502;
GO:0014018	neuroblast_fate_specification	GO:0009987;GO:0032502;
GO:0014019	neuroblast_development	GO:0009987;GO:0032502;
GO:0014020	primary_neural_tube_formation	GO:0032502;
GO:0014021	secondary_neural_tube_formation	GO:0032502;
GO:0014022	neural_plate_elongation	GO:0032502;
GO:0014023	neural_rod_formation	GO:0032502;
GO:0014024	neural_rod_cavitation	GO:0032502;
GO:0014025	neural_keel_formation	GO:0032502;
GO:0014027	secondary_neural_tube_rod_cavitation	GO:0032502;
GO:0014028	notochord_formation	GO:0032502;
GO:0014029	neural_crest_formation	GO:0009987;GO:0032502;
GO:0014030	mesenchymal_cell_fate_commitment	GO:0009987;GO:0032502;
GO:0014031	mesenchymal_cell_development	GO:0009987;GO:0032502;
GO:0014032	neural_crest_cell_development	GO:0009987;GO:0032502;
GO:0014033	neural_crest_cell_differentiation	GO:0009987;GO:0032502;
GO:0014034	neural_crest_cell_fate_commitment	GO:0009987;GO:0032502;
GO:0014035	neural_crest_cell_fate_determination	GO:0009987;GO:0032502;
GO:0014036	neural_crest_cell_fate_specification	GO:0009987;GO:0032502;
GO:0014037	Schwann_cell_differentiation	GO:0009987;GO:0032502;
GO:0014038	regulation_of_Schwann_cell_differentiation	GO:0065007;
GO:0014039	negative_regulation_of_Schwann_cell_differentiation	GO:0065007;
GO:0014040	positive_regulation_of_Schwann_cell_differentiation	GO:0065007;
GO:0014041	regulation_of_neuron_maturation	GO:0065007;
GO:0014042	positive_regulation_of_neuron_maturation	GO:0065007;
GO:0014043	negative_regulation_of_neuron_maturation	GO:0065007;
GO:0014044	Schwann_cell_development	GO:0009987;GO:0032502;
GO:0014045	establishment_of_endothelial_blood-brain_barrier	GO:0009987;GO:0032502;
GO:0014046	dopamine_secretion	GO:0009987;GO:0051179;
GO:0014047	glutamate_secretion	GO:0009987;GO:0051179;
GO:0014048	regulation_of_glutamate_secretion	GO:0065007;
GO:0014049	positive_regulation_of_glutamate_secretion	GO:0065007;
GO:0014050	negative_regulation_of_glutamate_secretion	GO:0065007;
GO:0014051	gamma-aminobutyric_acid_secretion	GO:0051179;
GO:0014052	regulation_of_gamma-aminobutyric_acid_secretion	GO:0065007;
GO:0014053	negative_regulation_of_gamma-aminobutyric_acid_secretion	GO:0065007;
GO:0014054	positive_regulation_of_gamma-aminobutyric_acid_secretion	GO:0065007;
GO:0014055	acetylcholine_secretion,_neurotransmission	GO:0009987;GO:0051179;GO:0065007;
GO:0014056	regulation_of_acetylcholine_secretion,_neurotransmission	GO:0065007;
GO:0014057	positive_regulation_of_acetylcholine_secretion,_neurotransmission	GO:0065007;
GO:0014058	negative_regulation_of_acetylcholine_secretion,_neurotransmission	GO:0065007;
GO:0014059	regulation_of_dopamine_secretion	GO:0065007;
GO:0014060	regulation_of_epinephrine_secretion	GO:0065007;
GO:0014061	regulation_of_norepinephrine_secretion	GO:0065007;
GO:0014062	regulation_of_serotonin_secretion	GO:0065007;
GO:0014063	negative_regulation_of_serotonin_secretion	GO:0065007;
GO:0014064	positive_regulation_of_serotonin_secretion	GO:0065007;
GO:0014065	phosphatidylinositol_3-kinase_signaling	GO:0009987;GO:0065007;
GO:0014066	regulation_of_phosphatidylinositol_3-kinase_signaling	GO:0065007;
GO:0014067	negative_regulation_of_phosphatidylinositol_3-kinase_signaling	GO:0065007;
GO:0014068	positive_regulation_of_phosphatidylinositol_3-kinase_signaling	GO:0065007;
GO:0014070	response_to_organic_cyclic_compound	GO:0050896;
GO:0014071	response_to_cycloalkane	GO:0050896;
GO:0014072	response_to_isoquinoline_alkaloid	GO:0050896;
GO:0014073	response_to_tropane	GO:0050896;
GO:0014074	response_to_purine-containing_compound	GO:0050896;
GO:0014075	response_to_amine	GO:0050896;
GO:0014076	response_to_fluoxetine	GO:0050896;
GO:0014703	oscillatory_muscle_contraction	GO:0032501;
GO:0014706	striated_muscle_tissue_development	GO:0032502;
GO:0014707	branchiomeric_skeletal_muscle_development	GO:0032502;
GO:0014708	regulation_of_somitomeric_trunk_muscle_development	GO:0065007;
GO:0014709	positive_regulation_of_somitomeric_trunk_muscle_development	GO:0065007;
GO:0014710	negative_regulation_of_somitomeric_trunk_muscle_development	GO:0065007;
GO:0014711	regulation_of_branchiomeric_skeletal_muscle_development	GO:0065007;
GO:0014712	positive_regulation_of_branchiomeric_skeletal_muscle_development	GO:0065007;
GO:0014713	negative_regulation_of_branchiomeric_skeletal_muscle_development	GO:0065007;
GO:0014714	myoblast_fate_commitment_in_head	GO:0009987;GO:0032502;
GO:0014715	myoblast_fate_commitment_in_trunk	GO:0009987;GO:0032502;
GO:0014716	skeletal_muscle_satellite_stem_cell_asymmetric_division_involved_in_skeletal_muscle_regeneration	GO:0009987;
GO:0014717	regulation_of_satellite_cell_activation_involved_in_skeletal_muscle_regeneration	GO:0065007;
GO:0014718	positive_regulation_of_satellite_cell_activation_involved_in_skeletal_muscle_regeneration	GO:0065007;
GO:0014719	skeletal_muscle_satellite_cell_activation	GO:0009987;
GO:0014720	tonic_skeletal_muscle_contraction	GO:0032501;
GO:0014721	twitch_skeletal_muscle_contraction	GO:0032501;
GO:0014722	regulation_of_skeletal_muscle_contraction_by_calcium_ion_signaling	GO:0009987;GO:0065007;
GO:0014723	regulation_of_skeletal_muscle_contraction_by_modulation_of_calcium_ion_sensitivity_of_myofibril	GO:0009987;GO:0065007;
GO:0014724	regulation_of_twitch_skeletal_muscle_contraction	GO:0065007;
GO:0014725	regulation_of_extraocular_skeletal_muscle_development	GO:0065007;
GO:0014726	negative_regulation_of_extraocular_skeletal_muscle_development	GO:0065007;
GO:0014727	positive_regulation_of_extraocular_skeletal_muscle_development	GO:0065007;
GO:0014728	regulation_of_the_force_of_skeletal_muscle_contraction	GO:0065007;
GO:0014729	regulation_of_the_velocity_of_shortening_of_skeletal_muscle_modulating_contraction	GO:0065007;
GO:0014730	skeletal_muscle_regeneration_at_neuromuscular_junction	GO:0032502;GO:0040007;
GO:0014732	skeletal_muscle_atrophy	GO:0032501;GO:0050896;
GO:0014733	regulation_of_skeletal_muscle_adaptation	GO:0065007;
GO:0014734	skeletal_muscle_hypertrophy	GO:0032501;GO:0050896;
GO:0014735	regulation_of_muscle_atrophy	GO:0065007;
GO:0014736	negative_regulation_of_muscle_atrophy	GO:0065007;
GO:0014737	positive_regulation_of_muscle_atrophy	GO:0065007;
GO:0014738	regulation_of_muscle_hyperplasia	GO:0065007;
GO:0014739	positive_regulation_of_muscle_hyperplasia	GO:0065007;
GO:0014740	negative_regulation_of_muscle_hyperplasia	GO:0065007;
GO:0014741	negative_regulation_of_muscle_hypertrophy	GO:0065007;
GO:0014742	positive_regulation_of_muscle_hypertrophy	GO:0065007;
GO:0014743	regulation_of_muscle_hypertrophy	GO:0065007;
GO:0014744	positive_regulation_of_muscle_adaptation	GO:0065007;
GO:0014745	negative_regulation_of_muscle_adaptation	GO:0065007;
GO:0014746	regulation_of_tonic_skeletal_muscle_contraction	GO:0065007;
GO:0014747	positive_regulation_of_tonic_skeletal_muscle_contraction	GO:0065007;
GO:0014748	negative_regulation_of_tonic_skeletal_muscle_contraction	GO:0065007;
GO:0014805	smooth_muscle_adaptation	GO:0032501;GO:0050896;
GO:0014806	smooth_muscle_hyperplasia	GO:0032501;GO:0050896;
GO:0014807	regulation_of_somitogenesis	GO:0065007;
GO:0014808	release_of_sequestered_calcium_ion_into_cytosol_by_sarcoplasmic_reticulum	GO:0009987;GO:0051179;GO:0065007;
GO:0014809	regulation_of_skeletal_muscle_contraction_by_regulation_of_release_of_sequestered_calcium_ion	GO:0009987;GO:0065007;
GO:0014810	positive_regulation_of_skeletal_muscle_contraction_by_regulation_of_release_of_sequestered_calcium_ion	GO:0009987;GO:0065007;
GO:0014811	negative_regulation_of_skeletal_muscle_contraction_by_regulation_of_release_of_sequestered_calcium_ion	GO:0009987;GO:0065007;
GO:0014812	muscle_cell_migration	GO:0009987;GO:0040011;
GO:0014813	skeletal_muscle_satellite_cell_commitment	GO:0009987;GO:0032502;
GO:0014814	axon_regeneration_at_neuromuscular_junction	GO:0009987;GO:0032502;GO:0050896;GO:0071840;
GO:0014815	initiation_of_skeletal_muscle_satellite_cell_activation_by_growth_factor_signaling,_involved_in_skeletal_muscle_regeneration	GO:0065007;
GO:0014816	skeletal_muscle_satellite_cell_differentiation	GO:0009987;GO:0032502;
GO:0014817	skeletal_muscle_satellite_cell_fate_specification	GO:0009987;GO:0032502;
GO:0014818	skeletal_muscle_satellite_cell_fate_determination	GO:0009987;GO:0032502;
GO:0014819	regulation_of_skeletal_muscle_contraction	GO:0065007;
GO:0014820	tonic_smooth_muscle_contraction	GO:0032501;
GO:0014821	phasic_smooth_muscle_contraction	GO:0032501;
GO:0014822	detection_of_wounding	GO:0050896;
GO:0014823	response_to_activity	GO:0050896;
GO:0014824	artery_smooth_muscle_contraction	GO:0032501;GO:0065007;
GO:0014825	stomach_fundus_smooth_muscle_contraction	GO:0032501;
GO:0014826	vein_smooth_muscle_contraction	GO:0032501;GO:0065007;
GO:0014827	intestine_smooth_muscle_contraction	GO:0032501;
GO:0014828	distal_stomach_smooth_muscle_contraction	GO:0032501;
GO:0014829	vascular_smooth_muscle_contraction	GO:0032501;GO:0065007;
GO:0014830	arteriole_smooth_muscle_contraction	GO:0032501;GO:0065007;
GO:0014831	gastro-intestinal_system_smooth_muscle_contraction	GO:0032501;
GO:0014832	urinary_bladder_smooth_muscle_contraction	GO:0032501;
GO:0014833	skeletal_muscle_satellite_stem_cell_asymmetric_division	GO:0009987;
GO:0014834	skeletal_muscle_satellite_cell_maintenance_involved_in_skeletal_muscle_regeneration	GO:0032502;
GO:0014835	myoblast_differentiation_involved_in_skeletal_muscle_regeneration	GO:0009987;GO:0032502;
GO:0014836	myoblast_fate_commitment_involved_in_skeletal_muscle_regeneration	GO:0009987;GO:0032502;
GO:0014837	myoblast_fate_determination_involved_in_skeletal_muscle_regeneration	GO:0009987;GO:0032502;
GO:0014838	myoblast_fate_specification_involved_in_skeletal_muscle_regeneration	GO:0009987;GO:0032502;
GO:0014839	myoblast_migration_involved_in_skeletal_muscle_regeneration	GO:0009987;GO:0040011;
GO:0014841	skeletal_muscle_satellite_cell_proliferation	GO:0008283;
GO:0014842	regulation_of_skeletal_muscle_satellite_cell_proliferation	GO:0065007;
GO:0014843	growth_factor_dependent_regulation_of_skeletal_muscle_satellite_cell_proliferation	GO:0065007;
GO:0014844	myoblast_proliferation_involved_in_skeletal_muscle_regeneration	GO:0008283;
